Reference,Study title,DOI,Dose,Time,Zeta_W,Zeta_W measurement,Zeta_M,Zeta_M measurement,Hydro_W,Hydro_size_W measrement,Hydro_M,Hydro_size_M measrement,Size,Size measurement,SSA,Surf_area measurement,NP type,shape,Shape measurement,C_Origin,C_name,C_Type,Assay,Cell viability
"Hussain et al., 2006","The interaction of manganese nanoparticles with PC-
12 cells induces dopamine depletion",doi:10.1093/toxsci/kfl020,20,24,?,?,?,?,?,?,?,?,40,TEM,?,?,MnO,irregular,TEM,Rat,PC12,Pheochromocytoma,MTT,Toxic
"Hussain et al., 2006","The interaction of manganese nanoparticles with PC-
12 cells induces dopamine depletion",doi:10.1093/toxsci/kfl020,40,24,?,?,?,?,?,?,?,?,40,TEM,?,?,MnO,irregular,TEM,Rat,PC12,Pheochromocytoma,MTT,Toxic
"Hussain et al., 2006","The interaction of manganese nanoparticles with PC-
12 cells induces dopamine depletion",doi:10.1093/toxsci/kfl020,50,24,?,?,?,?,?,?,?,?,40,TEM,?,?,MnO,irregular,TEM,Rat,PC12,Pheochromocytoma,MTT,Toxic
"Hussain et al., 2006","The interaction of manganese nanoparticles with PC-
12 cells induces dopamine depletion",doi:10.1093/toxsci/kfl020,100,24,?,?,?,?,?,?,?,?,40,TEM,?,?,MnO,irregular,TEM,Rat,PC12,Pheochromocytoma,MTT,Toxic
"Hussain et al., 2006","The interaction of manganese nanoparticles with PC-
12 cells induces dopamine depletion",doi:10.1093/toxsci/kfl020,5,24,?,?,?,?,?,?,?,?,15,TEM,?,?,Ag,?,?,Rat,PC12,Pheochromocytoma,MTT,Non-Toxic
"Hussain et al., 2006","The interaction of manganese nanoparticles with PC-
12 cells induces dopamine depletion",doi:10.1093/toxsci/kfl020,10,24,?,?,?,?,?,?,?,?,15,TEM,?,?,Ag,?,?,Rat,PC12,Pheochromocytoma,MTT,Toxic
"Hussain et al., 2006","The interaction of manganese nanoparticles with PC-
12 cells induces dopamine depletion",doi:10.1093/toxsci/kfl020,20,24,?,?,?,?,?,?,?,?,15,TEM,?,?,Ag,?,?,Rat,PC12,Pheochromocytoma,MTT,Toxic
"Hussain et al., 2006","The interaction of manganese nanoparticles with PC-
12 cells induces dopamine depletion",doi:10.1093/toxsci/kfl020,40,24,?,?,?,?,?,?,?,?,15,TEM,?,?,Ag,?,?,Rat,PC12,Pheochromocytoma,MTT,Toxic
"Hussain et al., 2006","The interaction of manganese nanoparticles with PC-
12 cells induces dopamine depletion",doi:10.1093/toxsci/kfl020,50,24,?,?,?,?,?,?,?,?,15,TEM,?,?,Ag,?,?,Rat,PC12,Pheochromocytoma,MTT,Toxic
"Hussain et al., 2006","The interaction of manganese nanoparticles with PC-
12 cells induces dopamine depletion",doi:10.1093/toxsci/kfl020,100,24,?,?,?,?,?,?,?,?,15,TEM,?,?,Ag,?,?,Rat,PC12,Pheochromocytoma,MTT,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,2.5,12,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,5,12,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,10,12,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,20,12,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,40,12,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,60,12,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,2.5,24,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,5,24,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,10,24,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,20,24,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,40,24,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,60,24,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,2.5,48,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,5,48,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,10,48,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,20,48,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,40,48,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,60,48,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,2.5,12,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Non-Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,5,12,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Non-Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,10,12,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Non-Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,20,12,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,40,12,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,60,12,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,2.5,24,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,5,24,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,10,24,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,20,24,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,40,24,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,60,24,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,2.5,48,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Non-Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,5,48,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Non-Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,10,48,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,20,48,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,40,48,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Toxic
"Yang et al., 2014","Uptake of silica nanoparticles: neurotoxicity
and Alzheimer-like pathology in human SK-N-SH and
mouse neuro2a neuroblastoma cells.",doi:10.1016/j.toxlet.2014.05.009,60,48,?,?,?,?,?,?,?,?,12.1,TEM,?,?,SiO2,?,?,Mouse,N2a,Neuroblastoma,CCK-8,Toxic
"Hadrup et al., 2012","The similar neurotoxic
effects of nanoparticulate and ionic silver in vivo and in vitro.","doi:10.1016/j.neuro.2012.04.
008",0.5,4,?,?,?,?,?,?,?,?,14,TEM,?,?,Ag,Spherical,TEM,Rat,PC12,Pheochromocytoma,Trypan Blue,Non-Toxic
"Hadrup et al., 2012","The similar neurotoxic
effects of nanoparticulate and ionic silver in vivo and in vitro.","doi:10.1016/j.neuro.2012.04.
008",5,4,?,?,?,?,?,?,?,?,14,TEM,?,?,Ag,Spherical,TEM,Rat,PC12,Pheochromocytoma,Trypan Blue,Non-Toxic
"Hadrup et al., 2012","The similar neurotoxic
effects of nanoparticulate and ionic silver in vivo and in vitro.","doi:10.1016/j.neuro.2012.04.
008",10,4,?,?,?,?,?,?,?,?,14,TEM,?,?,Ag,Spherical,TEM,Rat,PC12,Pheochromocytoma,Trypan Blue,Non-Toxic
"Hadrup et al., 2012","The similar neurotoxic
effects of nanoparticulate and ionic silver in vivo and in vitro.","doi:10.1016/j.neuro.2012.04.
008",0.5,48,?,?,?,?,?,?,?,?,14,TEM,?,?,Ag,Spherical,TEM,Rat,PC12,Pheochromocytoma,Trypan Blue,Non-Toxic
"Hadrup et al., 2012","The similar neurotoxic
effects of nanoparticulate and ionic silver in vivo and in vitro.","doi:10.1016/j.neuro.2012.04.
008",5,48,?,?,?,?,?,?,?,?,14,TEM,?,?,Ag,Spherical,TEM,Rat,PC12,Pheochromocytoma,Trypan Blue,Toxic
"Hadrup et al., 2012","The similar neurotoxic
effects of nanoparticulate and ionic silver in vivo and in vitro.","doi:10.1016/j.neuro.2012.04.
008",10,48,?,?,?,?,?,?,?,?,14,TEM,?,?,Ag,Spherical,TEM,Rat,PC12,Pheochromocytoma,Trypan Blue,Toxic
"Hadrup et al., 2012","The similar neurotoxic
effects of nanoparticulate and ionic silver in vivo and in vitro.","doi:10.1016/j.neuro.2012.04.
008",0.5,24,?,?,?,?,?,?,?,?,14,TEM,?,?,Ag,Spherical,TEM,Rat,PC12,Pheochromocytoma,Trypan Blue,Non-Toxic
"Hadrup et al., 2012","The similar neurotoxic
effects of nanoparticulate and ionic silver in vivo and in vitro.","doi:10.1016/j.neuro.2012.04.
008",5,24,?,?,?,?,?,?,?,?,14,TEM,?,?,Ag,Spherical,TEM,Rat,PC12,Pheochromocytoma,Trypan Blue,Non-Toxic
"Hadrup et al., 2012","The similar neurotoxic
effects of nanoparticulate and ionic silver in vivo and in vitro.","doi:10.1016/j.neuro.2012.04.
008",10,24,?,?,?,?,?,?,?,?,14,TEM,?,?,Ag,Spherical,TEM,Rat,PC12,Pheochromocytoma,Trypan Blue,Toxic
"Hadrup et al., 2012","The similar neurotoxic
effects of nanoparticulate and ionic silver in vivo and in vitro.","doi:10.1016/j.neuro.2012.04.
008",1.25,24,?,?,?,?,?,?,?,?,14,TEM,?,?,Ag,Spherical,TEM,Rat,PC12,Pheochromocytoma,TUNEL,Toxic
"Hadrup et al., 2012","The similar neurotoxic
effects of nanoparticulate and ionic silver in vivo and in vitro.","doi:10.1016/j.neuro.2012.04.
008",2.5,24,?,?,?,?,?,?,?,?,14,TEM,?,?,Ag,Spherical,TEM,Rat,PC12,Pheochromocytoma,TUNEL,Toxic
"Hadrup et al., 2012","The similar neurotoxic
effects of nanoparticulate and ionic silver in vivo and in vitro.","doi:10.1016/j.neuro.2012.04.
008",5,24,?,?,?,?,?,?,?,?,14,TEM,?,?,Ag,Spherical,TEM,Rat,PC12,Pheochromocytoma,TUNEL,Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,5,18,?,?,-7.25,DLS,?,?,?,?,10,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,5,18,?,?,-6.27,DLS,?,?,?,?,75,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,5,18,?,?,-10.28,DLS,?,?,?,?,10,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,5,18,?,?,-10.73,DLS,?,?,?,?,75,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,3,18,?,?,-7.25,DLS,?,?,?,?,10,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,3,18,?,?,-6.27,DLS,?,?,?,?,75,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,3,18,?,?,-10.28,DLS,?,?,?,?,10,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,3,18,?,?,-10.73,DLS,?,?,?,?,75,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,1,18,?,?,-7.25,DLS,?,?,?,?,10,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,1,18,?,?,-6.27,DLS,?,?,?,?,75,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,1,18,?,?,-10.28,DLS,?,?,?,?,10,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,1,18,?,?,-10.73,DLS,?,?,?,?,75,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,0.5,18,?,?,-7.25,DLS,?,?,?,?,10,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,0.5,18,?,?,-6.27,DLS,?,?,?,?,75,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,0.5,18,?,?,-10.28,DLS,?,?,?,?,10,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
Chorley et al 2014,The cellular and genomic response of rat dopaminergic neurons (N27) to coated nanosilver.,doi: 10.1016/j.neuro.2014.08.010,0.5,18,?,?,-10.73,DLS,?,?,?,?,75,?,?,?,Ag,?,?,Rat,N27,Mesencephalic,Caspase_3/7 ,Non-Toxic
"Yin et al., 2013","Silver nanoparticle exposure attenuates
the viability of rat cerebellum granule cells through apoptosis
coupled to oxidative stress.",doi:10.1002/smll.201202732,0.001,24,-6.1,DLS,-15.6,DLS,?,?,?,?,25,DLS,?,?,Ag,Spherical,TEM,Rat,CGC,Cerebellar_granule,AlamarBlue,Non-Toxic
"Yin et al., 2013","Silver nanoparticle exposure attenuates
the viability of rat cerebellum granule cells through apoptosis
coupled to oxidative stress.",doi:10.1002/smll.201202732,0.01,24,-6.1,DLS,-15.6,DLS,?,?,?,?,25,DLS,?,?,Ag,Spherical,TEM,Rat,CGC,Cerebellar_granule,AlamarBlue,Non-Toxic
"Yin et al., 2013","Silver nanoparticle exposure attenuates
the viability of rat cerebellum granule cells through apoptosis
coupled to oxidative stress.",doi:10.1002/smll.201202732,0.05,24,-6.1,DLS,-15.6,DLS,?,?,?,?,25,DLS,?,?,Ag,Spherical,TEM,Rat,CGC,Cerebellar_granule,AlamarBlue,Toxic
"Yin et al., 2013","Silver nanoparticle exposure attenuates
the viability of rat cerebellum granule cells through apoptosis
coupled to oxidative stress.",doi:10.1002/smll.201202732,0.1,24,-6.1,DLS,-15.6,DLS,?,?,?,?,25,DLS,?,?,Ag,Spherical,TEM,Rat,CGC,Cerebellar_granule,AlamarBlue,Toxic
"Yin et al., 2013","Silver nanoparticle exposure attenuates
the viability of rat cerebellum granule cells through apoptosis
coupled to oxidative stress.",doi:10.1002/smll.201202732,0.25,24,-6.1,DLS,-15.6,DLS,?,?,?,?,25,DLS,?,?,Ag,Spherical,TEM,Rat,CGC,Cerebellar_granule,AlamarBlue,Toxic
"Yin et al., 2013","Silver nanoparticle exposure attenuates
the viability of rat cerebellum granule cells through apoptosis
coupled to oxidative stress.",doi:10.1002/smll.201202732,2.5,24,-6.1,DLS,-15.6,DLS,?,?,?,?,25,DLS,?,?,Ag,Spherical,TEM,Rat,CGC,Cerebellar_granule,AlamarBlue,Toxic
"Yin et al., 2013","Silver nanoparticle exposure attenuates
the viability of rat cerebellum granule cells through apoptosis
coupled to oxidative stress.",doi:10.1002/smll.201202732,5,24,-6.1,DLS,-15.6,DLS,?,?,?,?,25,DLS,?,?,Ag,Spherical,TEM,Rat,CGC,Cerebellar_granule,AlamarBlue,Toxic
"Yin et al., 2013","Silver nanoparticle exposure attenuates
the viability of rat cerebellum granule cells through apoptosis
coupled to oxidative stress.",doi:10.1002/smll.201202732,25,24,-6.1,DLS,-15.6,DLS,?,?,?,?,25,DLS,?,?,Ag,Spherical,TEM,Rat,CGC,Cerebellar_granule,AlamarBlue,Toxic
"Yin et al., 2013","Silver nanoparticle exposure attenuates
the viability of rat cerebellum granule cells through apoptosis
coupled to oxidative stress.",doi:10.1002/smll.201202732,50,24,-6.1,DLS,-15.6,DLS,?,?,?,?,25,DLS,?,?,Ag,Spherical,TEM,Rat,CGC,Cerebellar_granule,AlamarBlue,Toxic
"Zhang et al., 2011a","Mechanistic toxicity evaluation of uncoated
and PEGylated single-walled carbon nanotubes in neuronal PC12
cells.",doi:10.1021/nn2016259,0.1,24,?,?,-15.5,DLS,?,?,?,?,1.5,TEM,?,?,SWCNT,Nanotubes,TEM,Rat,PC12,Pheochromocytoma,XTT,Non-Toxic
"Zhang et al., 2011a","Mechanistic toxicity evaluation of uncoated
and PEGylated single-walled carbon nanotubes in neuronal PC12
cells.",doi:10.1021/nn2016259,1,24,?,?,-15.5,DLS,?,?,?,?,1.5,TEM,?,?,SWCNT,Nanotubes,TEM,Rat,PC12,Pheochromocytoma,XTT,Non-Toxic
"Zhang et al., 2011a","Mechanistic toxicity evaluation of uncoated
and PEGylated single-walled carbon nanotubes in neuronal PC12
cells.",doi:10.1021/nn2016259,10,24,?,?,-15.5,DLS,?,?,?,?,1.5,TEM,?,?,SWCNT,Nanotubes,TEM,Rat,PC12,Pheochromocytoma,XTT,Non-Toxic
"Zhang et al., 2011a","Mechanistic toxicity evaluation of uncoated
and PEGylated single-walled carbon nanotubes in neuronal PC12
cells.",doi:10.1021/nn2016259,100,24,?,?,-15.5,DLS,?,?,?,?,1.5,TEM,?,?,SWCNT,Nanotubes,TEM,Rat,PC12,Pheochromocytoma,XTT,Toxic
"Zhang et al., 2011a","Mechanistic toxicity evaluation of uncoated
and PEGylated single-walled carbon nanotubes in neuronal PC12
cells.",doi:10.1021/nn2016259,0.1,24,?,?,-30.1,DLS,?,?,?,?,3.5,TEM,?,?,SWCNT,Nanotubes,TEM,Rat,PC12,Pheochromocytoma,XTT,Non-Toxic
