Nanoparticle,Type: Organic (O)/inorganic (I),coat,Diameter (nm),Concentration μM,Zeta potential (mV),Cells,Cell line (L)/primary cells (P),Human(H)/Animal(A) cells,Animal?,Cell morphology,"Cell age: embryonic (E), Adult (A)",Cell-organ/tissue source,Exposure time (h),Test,Test indicator,Biochemical metric,% Cell viability,Interference checked (Y/N),Colloidal stability checked (Y/N),Positive control (Y/N),Publication year,Particle ID,Reference DOI,
Ag,I,,100,3.02614E-06,,LoVo,L,H,,Epithelial,A,Colon,24,CellTiter­Blue,Alamar blue,cell metabolic activity,112.51613,N,N,N,2014,89,10.1016/j.tiv.2014.06.005,
Ag,I,,100,3.02614E-07,,LoVo,L,H,,Epithelial,A,Colon,48,CellTiter­Blue,Alamar blue,cell metabolic activity,98.58064,N,N,N,2014,89,10.1016/j.tiv.2014.06.005,
Ag,I,,100,7.56536E-07,,LoVo,L,H,,Epithelial,A,Colon,48,CellTiter­Blue,Alamar blue,cell metabolic activity,91.354836,N,N,N,2014,89,10.1016/j.tiv.2014.06.005,
Ag,I,,100,1.51307E-06,,LoVo,L,H,,Epithelial,A,Colon,48,CellTiter­Blue,Alamar blue,cell metabolic activity,89.80645,N,N,N,2014,89,10.1016/j.tiv.2014.06.005,
Ag,I,,100,3.02614E-06,,LoVo,L,H,,Epithelial,A,Colon,48,CellTiter­Blue,Alamar blue,cell metabolic activity,51.096775,N,N,N,2014,89,10.1016/j.tiv.2014.06.005,
Ag,I,,36.4,8.4707E-06,-23.1,KEC,P,H,,Epithelial,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,84.47542,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,,36.4,8.4707E-06,-23.1,KEC,P,H,,Epithelial,A,Skin,48,MTS,tetrazolium salt,cell metabolic activity,85.84981,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,,36.4,1.69414E-05,-23.1,KEC,P,H,,Epithelial,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,82.16748,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,,36.4,1.69414E-05,-23.1,KEC,P,H,,Epithelial,A,Skin,48,MTS,tetrazolium salt,cell metabolic activity,85.56888,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,,36.4,3.382E-05,-23.1,KEC,P,H,,Epithelial,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,77.49469,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,,36.4,3.382E-05,-23.1,KEC,P,H,,Epithelial,A,Skin,48,MTS,tetrazolium salt,cell metabolic activity,84.273,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,,36.4,8.45815E-05,-23.1,KEC,P,H,,Epithelial,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,26.875563,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,,36.4,8.45815E-05,-23.1,KEC,P,H,,Epithelial,A,Skin,48,MTS,tetrazolium salt,cell metabolic activity,7.9791102,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,PVP,27.02,2.07094E-05,-18.4,KEC,P,H,,Epithelial,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,102.71186,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,PVP,27.02,2.07094E-05,-18.4,KEC,P,H,,Epithelial,A,Skin,48,MTS,tetrazolium salt,cell metabolic activity,103.05085,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,PVP,27.02,4.14188E-05,-18.4,KEC,P,H,,Epithelial,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,95.932205,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,PVP,27.02,4.14188E-05,-18.4,KEC,P,H,,Epithelial,A,Skin,48,MTS,tetrazolium salt,cell metabolic activity,77.62712,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,PVP,27.02,8.26842E-05,-18.4,KEC,P,H,,Epithelial,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,75.254234,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,PVP,27.02,8.26842E-05,-18.4,KEC,P,H,,Epithelial,A,Skin,48,MTS,tetrazolium salt,cell metabolic activity,32.542374,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,PVP,27.02,0.000206787,-18.4,KEC,P,H,,Epithelial,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,17.288136,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,PVP,27.02,0.000206787,-18.4,KEC,P,H,,Epithelial,A,Skin,48,MTS,tetrazolium salt,cell metabolic activity,5.084746,N,N,Y,2014,90,10.1007/s11051-014-2726-2,
Ag,I,,14.7,0.000190532,-20,Caco­2,L,H,,Epithelial,A,Colon,24,Promegas CTB Assay,Alamar blue,cell metabolic activity,96.02428,N,N,N,2014,91,10.3109/17435390.2013.815284,
Ag,I,,14.7,0.00047633,-20,Caco­2,L,H,,Epithelial,A,Colon,24,Promegas CTB Assay,Alamar blue,cell metabolic activity,96.874054,N,N,N,2014,91,10.3109/17435390.2013.815284,
Ag,I,,14.7,0.000952659,-20,Caco­2,L,H,,Epithelial,A,Colon,24,Promegas CTB Assay,Alamar blue,cell metabolic activity,100.0607,N,N,N,2014,91,10.3109/17435390.2013.815284,
Ag,I,,14.7,0.001428989,-20,Caco­2,L,H,,Epithelial,A,Colon,24,Promegas CTB Assay,Alamar blue,cell metabolic activity,92.2003,N,N,N,2014,91,10.3109/17435390.2013.815284,
Ag,I,,14.7,0.002381648,-20,Caco­2,L,H,,Epithelial,A,Colon,24,Promegas CTB Assay,Alamar blue,cell metabolic activity,72.23065,N,N,N,2014,91,10.3109/17435390.2013.815284,
Ag,I,,14.7,0.003334307,-20,Caco­2,L,H,,Epithelial,A,Colon,24,Promegas CTB Assay,Alamar blue,cell metabolic activity,43.12595,N,N,N,2014,91,10.3109/17435390.2013.815284,
Ag,I,,14.7,0.004763296,-20,Caco­2,L,H,,Epithelial,A,Colon,24,Promegas CTB Assay,Alamar blue,cell metabolic activity,39.30197,N,N,N,2014,91,10.3109/17435390.2013.815284,
Ag,I,,14.7,0.009526592,-20,Caco­2,L,H,,Epithelial,A,Colon,24,Promegas CTB Assay,Alamar blue,cell metabolic activity,18.057663,N,N,N,2014,91,10.3109/17435390.2013.815284,
Ag,I,,25,0.001936732,,MDA­MB­231,L,H,,Epithelial,A,Breast,48,MTT,tetrazolium salt,cell metabolic activity,62.75862,N,N,N,2014,92,10.1016/j.btre.2014.08.002,
Ag,I,,25,0.000968366,,MDA­MB­231,L,H,,Epithelial,A,Breast,48,MTT,tetrazolium salt,cell metabolic activity,73.44827,N,N,N,2014,92,10.1016/j.btre.2014.08.002,
Ag,I,,25,0.000193673,,MDA­MB­231,L,H,,Epithelial,A,Breast,48,MTT,tetrazolium salt,cell metabolic activity,80,N,N,N,2014,92,10.1016/j.btre.2014.08.002,
Ag,I,,25,1.93673E-05,,MDA­MB­231,L,H,,Epithelial,A,Breast,48,MTT,tetrazolium salt,cell metabolic activity,90.344826,N,N,N,2014,92,10.1016/j.btre.2014.08.002,
Ag,I,Citrate,92,3.88621E-08,,ECV304,L,H,,Epithelial,A,Urinary bladder,24,WST­1,tetrazolium salt,cell metabolic activity,84.01507,N,N,N,2014,93,10.1016/j.toxlet.2014.01.015,
Ag,I,Citrate,92,1.16586E-07,,ECV304,L,H,,Epithelial,A,Urinary bladder,24,WST­1,tetrazolium salt,cell metabolic activity,65.78499,N,N,N,2014,93,10.1016/j.toxlet.2014.01.015,
Ag,I,Citrate,92,3.88621E-07,,ECV304,L,H,,Epithelial,A,Urinary bladder,24,WST­1,tetrazolium salt,cell metabolic activity,54.64141,N,N,N,2014,93,10.1016/j.toxlet.2014.01.015,
Ag,I,Citrate,92,1.16586E-06,,ECV304,L,H,,Epithelial,A,Urinary bladder,24,WST­1,tetrazolium salt,cell metabolic activity,41.72621,N,N,N,2014,93,10.1016/j.toxlet.2014.01.015,
Ag,I,Citrate,92,3.88621E-06,,ECV304,L,H,,Epithelial,A,Urinary bladder,24,WST­1,tetrazolium salt,cell metabolic activity,12.871026,N,N,N,2014,93,10.1016/j.toxlet.2014.01.015,
Ag,I,Citrate,92,3.88621E-05,,ECV304,L,H,,Epithelial,A,Urinary bladder,24,WST­1,tetrazolium salt,cell metabolic activity,15.307593,N,N,N,2014,93,10.1016/j.toxlet.2014.01.015,
Ag,I,,390,2.55074E-08,,ECV304,L,H,,Epithelial,A,Urinary bladder,24,WST­1,tetrazolium salt,cell metabolic activity,82.85851,N,N,N,2014,93,10.1016/j.toxlet.2014.01.015,
Ag,I,,390,5.10147E-08,,ECV304,L,H,,Epithelial,A,Urinary bladder,24,WST­1,tetrazolium salt,cell metabolic activity,74.679146,N,N,N,2014,93,10.1016/j.toxlet.2014.01.015,
Ag,I,,390,1.27537E-07,,ECV304,L,H,,Epithelial,A,Urinary bladder,24,WST­1,tetrazolium salt,cell metabolic activity,65.90923,N,N,N,2014,93,10.1016/j.toxlet.2014.01.015,
Ag,I,,390,2.55074E-07,,ECV304,L,H,,Epithelial,A,Urinary bladder,24,WST­1,tetrazolium salt,cell metabolic activity,60.684948,N,N,N,2014,93,10.1016/j.toxlet.2014.01.015,
Ag,I,,390,5.10147E-07,,ECV304,L,H,,Epithelial,A,Urinary bladder,24,WST­1,tetrazolium salt,cell metabolic activity,51.912704,N,N,N,2014,93,10.1016/j.toxlet.2014.01.015,
Eudragit RL,O,,185,3.78997E-06,56,THP­1,L,H,,Monocyte,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,113.57513,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,7.57994E-06,56,THP­1,L,H,,Monocyte,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,112.74612,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,1.51599E-05,56,THP­1,L,H,,Monocyte,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,126.01036,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,3.03197E-05,56,THP­1,L,H,,Monocyte,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,124.35233,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,6.06395E-05,56,THP­1,L,H,,Monocyte,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,133.4715,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,0.000121279,56,THP­1,L,H,,Monocyte,A,Blood,24,MTT,tetrazolium salt,cell metabolic activity,145.07771,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,3.78997E-06,56,NR8383,L,A,rat,Macrophage,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,111.08808,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,7.57994E-06,56,NR8383,L,A,rat,Macrophage,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,111.9171,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,1.51599E-05,56,NR8383,L,A,rat,Macrophage,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,105.28497,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,3.03197E-05,56,NR8383,L,A,rat,Macrophage,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,81.24352,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,6.06395E-05,56,NR8383,L,A,rat,Macrophage,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,71.295334,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,0.000121279,56,NR8383,L,A,rat,Macrophage,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,72.12435,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,3.78997E-06,56,THP­1,L,H,,Monocyte,A,Blood,24,WST­1,tetrazolium salt,cell metabolic activity,118.81188,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,7.57994E-06,56,THP­1,L,H,,Monocyte,A,Blood,24,WST­1,tetrazolium salt,cell metabolic activity,132.27722,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,1.51599E-05,56,THP­1,L,H,,Monocyte,A,Blood,24,WST­1,tetrazolium salt,cell metabolic activity,129.90099,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,3.03197E-05,56,THP­1,L,H,,Monocyte,A,Blood,24,WST­1,tetrazolium salt,cell metabolic activity,134.65347,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,6.06395E-05,56,THP­1,L,H,,Monocyte,A,Blood,24,WST­1,tetrazolium salt,cell metabolic activity,129.90099,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,0.000121279,56,THP­1,L,H,,Monocyte,A,Blood,24,WST­1,tetrazolium salt,cell metabolic activity,128.31683,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,3.78997E-06,56,NR8383,L,A,rat,Macrophage,A,Lung,24,WST­1,tetrazolium salt,cell metabolic activity,100.59406,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,7.57994E-06,56,NR8383,L,A,rat,Macrophage,A,Lung,24,WST­1,tetrazolium salt,cell metabolic activity,102.9703,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,1.51599E-05,56,NR8383,L,A,rat,Macrophage,A,Lung,24,WST­1,tetrazolium salt,cell metabolic activity,95.04951,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,3.03197E-05,56,NR8383,L,A,rat,Macrophage,A,Lung,24,WST­1,tetrazolium salt,cell metabolic activity,80,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,6.06395E-05,56,NR8383,L,A,rat,Macrophage,A,Lung,24,WST­1,tetrazolium salt,cell metabolic activity,75.24753,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,0.000121279,56,NR8383,L,A,rat,Macrophage,A,Lung,24,WST­1,tetrazolium salt,cell metabolic activity,75.24753,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,3.78997E-06,56,THP­1,L,H,,Monocyte,A,Blood,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,115.86207,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,7.57994E-06,56,THP­1,L,H,,Monocyte,A,Blood,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,118.2266,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,1.51599E-05,56,THP­1,L,H,,Monocyte,A,Blood,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,123.74384,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,3.03197E-05,56,THP­1,L,H,,Monocyte,A,Blood,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,140.29556,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,6.06395E-05,56,THP­1,L,H,,Monocyte,A,Blood,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,136.35468,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,0.000121279,56,THP­1,L,H,,Monocyte,A,Blood,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,156.84729,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,3.78997E-06,56,NR8383,L,A,rat,Macrophage,A,Lung,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.31035,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,7.57994E-06,56,NR8383,L,A,rat,Macrophage,A,Lung,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,96.945816,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,1.51599E-05,56,NR8383,L,A,rat,Macrophage,A,Lung,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,96.945816,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,3.03197E-05,56,NR8383,L,A,rat,Macrophage,A,Lung,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,91.42857,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,6.06395E-05,56,NR8383,L,A,rat,Macrophage,A,Lung,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,80.39409,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Eudragit RL,O,,185,0.000121279,56,NR8383,L,A,rat,Macrophage,A,Lung,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,72.512314,N,N,N,2014,94,10.1007/s10565-014-9275-4,
Dendrimer,O,,49.2,0.000605205,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,24,Alamar Blue,Alamar blue,cell metabolic activity,101.560974,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.000605205,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,48,Alamar Blue,Alamar blue,cell metabolic activity,98.04878,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.000605205,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,72,Alamar Blue,Alamar blue,cell metabolic activity,100.97561,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.000605205,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,96,Alamar Blue,Alamar blue,cell metabolic activity,103.60976,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.001210411,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,24,Alamar Blue,Alamar blue,cell metabolic activity,102.14634,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.001210411,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,48,Alamar Blue,Alamar blue,cell metabolic activity,98.04878,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.001210411,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,72,Alamar Blue,Alamar blue,cell metabolic activity,101.560974,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.001210411,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,96,Alamar Blue,Alamar blue,cell metabolic activity,99.80488,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.002420822,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,24,Alamar Blue,Alamar blue,cell metabolic activity,103.60976,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.002420822,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,48,Alamar Blue,Alamar blue,cell metabolic activity,96,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.002420822,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,72,Alamar Blue,Alamar blue,cell metabolic activity,100.39024,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.002420822,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,96,Alamar Blue,Alamar blue,cell metabolic activity,99.80488,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.004841644,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,24,Alamar Blue,Alamar blue,cell metabolic activity,101.560974,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.004841644,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,48,Alamar Blue,Alamar blue,cell metabolic activity,97.756096,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.004841644,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,72,Alamar Blue,Alamar blue,cell metabolic activity,101.268295,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.004841644,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,96,Alamar Blue,Alamar blue,cell metabolic activity,96.87805,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.009683288,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,24,Alamar Blue,Alamar blue,cell metabolic activity,106.243904,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.009683288,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,48,Alamar Blue,Alamar blue,cell metabolic activity,100.39024,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.009683288,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,72,Alamar Blue,Alamar blue,cell metabolic activity,97.46342,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.009683288,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,96,Alamar Blue,Alamar blue,cell metabolic activity,95.12195,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.014524931,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,24,Alamar Blue,Alamar blue,cell metabolic activity,103.31707,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.014524931,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,48,Alamar Blue,Alamar blue,cell metabolic activity,96.585365,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.014524931,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,72,Alamar Blue,Alamar blue,cell metabolic activity,99.21951,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.014524931,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,96,Alamar Blue,Alamar blue,cell metabolic activity,93.65854,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.019366575,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,24,Alamar Blue,Alamar blue,cell metabolic activity,100.97561,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.019366575,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,48,Alamar Blue,Alamar blue,cell metabolic activity,93.36585,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.019366575,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,72,Alamar Blue,Alamar blue,cell metabolic activity,98.63415,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.019366575,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,96,Alamar Blue,Alamar blue,cell metabolic activity,100.68293,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.024208219,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,24,Alamar Blue,Alamar blue,cell metabolic activity,103.02439,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.024208219,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,48,Alamar Blue,Alamar blue,cell metabolic activity,95.70731,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.024208219,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,72,Alamar Blue,Alamar blue,cell metabolic activity,100.68293,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.024208219,-5.38,HaCaT ,L,H,,Keratinocyte,A,Skin,96,Alamar Blue,Alamar blue,cell metabolic activity,97.17073,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.000605205,-5.38,SW480,L,H,,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,101.333336,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.000605205,-5.38,SW480,L,H,,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,98.666664,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.000605205,-5.38,SW480,L,H,,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,98.37037,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.000605205,-5.38,SW480,L,H,,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,96.59259,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.001210411,-5.38,SW480,L,H,,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,102.22222,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.001210411,-5.38,SW480,L,H,,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,101.92593,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.001210411,-5.38,SW480,L,H,,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,99.25926,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.001210411,-5.38,SW480,L,H,,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,101.62963,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.002420822,-5.38,SW480,L,H,,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,96,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.002420822,-5.38,SW480,L,H,,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,100.74074,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.002420822,-5.38,SW480,L,H,,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,97.48148,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.002420822,-5.38,SW480,L,H,,Epithelial,A,Colon,96,Alamar Blue,Alamar blue,cell metabolic activity,97.18519,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.004841644,-5.38,SW480,L,H,,Epithelial,A,Colon,24,Alamar Blue,Alamar blue,cell metabolic activity,97.18519,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.004841644,-5.38,SW480,L,H,,Epithelial,A,Colon,48,Alamar Blue,Alamar blue,cell metabolic activity,94.51852,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
Dendrimer,O,,49.2,0.004841644,-5.38,SW480,L,H,,Epithelial,A,Colon,72,Alamar Blue,Alamar blue,cell metabolic activity,98.07407,N,N,N,2010,95,10.1016/j.toxlet.2010.06.011,
